"userID","time"
"259723258197180417","23:53:04"
"864049355619303454","23:58:46"
"488022772778401792","23:58:47"
"605888337781456957","23:59:20"
"605888337781456957","00:04:18"
"605888337781456957","11:00:41"
"488022772778401792","11:01:12"
"259723258197180417","11:38:58"
"488022772778401792","13:54:08"
"864049355619303454","15:48:07"
"259723258197180417","17:26:31"
"864049355619303454","17:54:42"
"259723258197180417","18:10:04"
"259723258197180417","18:12:55"
"488022772778401792","20:11:00"
"259723258197180417","20:40:49"
"406124517447041024","21:05:30"
"505445725623287818","21:34:11"
"1101757835064397955","23:57:05"
"1101757835064397955","03:02:52"
"1101757835064397955","04:21:57"
"901017266534105121","12:57:03"
"1101757835064397955","12:57:07"
"873304354822713414","12:57:49"
"605888337781456957","15:13:03"
"605888337781456957","16:51:02"
"505445725623287818","17:59:52"
"505445725623287818","18:38:10"
"868086881643008010","23:51:54"
"537301336551849994","23:52:03"
"777477691246247937","23:53:18"
"736576303892922408","23:57:04"
"1074015261201535026","23:58:07"
"464724741953945601","23:59:06"
"537301336551849994","00:14:11"
"736576303892922408","00:17:44"
"736576303892922408","00:50:49"
"605888337781456957","09:20:19"
"488022772778401792","10:00:05"
"868086881643008010","10:26:17"
"259723258197180417","10:29:20"
"868086881643008010","11:01:57"
"957390321489158204","11:02:43"
"891919594602786827","11:12:59"
"505445725623287818","13:00:43"
"605888337781456957","14:11:59"
"537301336551849994","15:51:06"
"259723258197180417","15:59:08"
"259723258197180417","16:13:02"
"259723258197180417","16:31:03"
"537301336551849994","16:45:06"
"259723258197180417","16:57:04"
"259723258197180417","17:00:58"
"259723258197180417","17:09:20"
"864049355619303454","17:13:12"
"1048237284782264400","17:14:56"
"605888337781456957","17:31:24"
"864049355619303454","18:52:41"
"488022772778401792","19:16:35"
"488022772778401792","19:21:42"
"537301336551849994","19:28:00"
"488022772778401792","19:38:18"
"864049355619303454","19:38:59"
"537301336551849994","20:59:30"
"605888337781456957","21:11:17"
"259723258197180417","21:43:12"
"796166177952890880","23:47:02"
"537301336551849994","08:42:50"
"537301336551849994","09:28:39"
"605888337781456957","10:32:13"
"605888337781456957","13:18:26"
"488022772778401792","14:20:36"
"537301336551849994","14:34:14"
"161545575240695809","15:04:04"
"259723258197180417","16:55:09"
"488022772778401792","16:58:07"
"605888337781456957","17:22:48"
"796166177952890880","17:30:16"
"605888337781456957","17:45:29"
"605888337781456957","17:49:53"
"796166177952890880","18:00:54"
"259723258197180417","19:17:17"
"537301336551849994","19:49:31"
"796166177952890880","20:07:46"
"605888337781456957","20:58:37"
"605888337781456957","08:48:38"
"605888337781456957","09:53:57"
"1048237284782264400","14:47:23"
"537301336551849994","15:17:02"
"537301336551849994","18:07:00"
"537301336551849994","19:01:36"
"605888337781456957","20:09:01"
"1103770468290400417","22:44:55"
"605888337781456957","23:05:11"
"537301336551849994","12:49:56"
"934495470007504937","19:30:28"
"605888337781456957","19:52:22"
"226730187411292170","20:11:00"
"638455638439100467","20:20:44"
"1057716440142205061","20:24:49"
"816741275536719932","20:27:17"
"796166177952890880","20:46:48"
"671784117326708774","20:48:06"
"694076226284945509","20:50:59"
"1056868469188087899","20:59:49"
"951465625891520552","21:00:14"
"759799929177899065","21:03:34"
"614344750564114473","21:03:47"
"919193549172510771","23:19:56"
"1056165964485500998","23:21:45"
"1078057018478317578","23:23:43"
"383365247240503298","23:32:26"
"339926969548275722","23:38:52"
"1038768974147620875","23:42:57"
"605888337781456957","12:52:43"
"605888337781456957","14:11:17"
"605888337781456957","15:06:45"
"1056165964485500998","15:47:49"
"1056165964485500998","16:56:09"
"1038768974147620875","17:27:04"
"1038768974147620875","17:27:41"
"1056165964485500998","17:30:37"
"638455638439100467","17:56:28"
"605888337781456957","18:59:29"
"259723258197180417","19:43:32"
"259723258197180417","19:43:49"
"919193549172510771","20:08:56"
"1103770468290400417","21:35:30"
"259723258197180417","22:01:25"
"378661815929798658","23:48:47"
"411261056288161793","23:52:04"
"867083540108935169","23:53:40"
"1103770468290400417","10:16:25"
"868086881643008010","11:30:58"
"868086881643008010","11:31:09"
"868086881643008010","11:31:11"
"868086881643008010","11:31:13"
"868086881643008010","11:31:24"
"605888337781456957","16:36:06"
"1103770468290400417","16:39:08"
"1103770468290400417","16:44:52"
"867083540108935169","20:04:42"
"777485272447057920","20:30:22"
"723894849534820412","20:33:00"
"605888337781456957","20:51:28"
"867083540108935169","21:28:48"
"605888337781456957","21:45:27"
"580445863231356938","22:11:19"
"751112298286022777","22:17:07"
"855425726295965697","23:11:24"
"690030230953394179","23:14:45"
"942130848709345300","23:45:23"
"804311736647417906","23:50:22"
"988459627702255666","23:59:48"
"694850612982186014","23:59:52"
"694850612982186014","00:00:08"
"804311736647417906","00:30:11"
"942130848709345300","00:46:00"
"804311736647417906","00:46:04"
"942130848709345300","00:50:08"
"988459627702255666","01:35:06"
"1038768974147620875","11:18:16"
"942130848709345300","11:36:55"
"580445863231356938","13:38:29"
"751112298286022777","13:38:40"
"919193549172510771","13:54:48"
"864049355619303454","14:18:04"
"1057716440142205061","14:43:38"
"580445863231356938","14:52:34"
"751112298286022777","14:52:37"
"751112298286022777","14:53:16"
"694850612982186014","15:07:31"
"605888337781456957","15:21:21"
"488022772778401792","15:42:31"
"1056165964485500998","16:17:16"
"1038768974147620875","16:18:08"
"864049355619303454","16:48:29"
"751112298286022777","17:22:00"
"580445863231356938","17:22:04"
"751112298286022777","17:22:05"
"1056165964485500998","17:28:56"
"1038768974147620875","17:29:03"
"488022772778401792","17:39:28"
"1038768974147620875","17:59:09"
"411261056288161793","18:29:29"
"488022772778401792","18:34:07"
"1038768974147620875","19:04:13"
"942130848709345300","19:43:22"
"942130848709345300","19:49:59"
"339926969548275722","19:52:16"
"339926969548275722","19:53:27"
"942130848709345300","19:53:38"
"919193549172510771","20:05:20"
"1093538785280671824","20:09:58"
"411261056288161793","20:35:17"
"1038768974147620875","20:55:32"
"942130848709345300","20:56:38"
"1056165964485500998","20:57:23"
"919193549172510771","20:57:53"
"942130848709345300","21:28:19"
"942130848709345300","21:31:08"
"1038768974147620875","21:37:18"
"942130848709345300","21:52:57"
"1038768974147620875","21:56:52"
"1056165964485500998","21:57:02"
"919193549172510771","22:17:29"
"642793141014888486","23:17:12"
"658035912541995018","23:25:59"
"651421374631510027","23:28:31"
"942130848709345300","23:34:23"
"1106248425189670963","23:34:30"
"395961553851252748","23:37:58"
"804311736647417906","23:40:27"
"804311736647417906","23:44:58"
"652938870937223179","23:47:42"
"412656301357662208","23:47:50"
"663342006180904987","23:50:20"
"983740039211130892","23:55:13"
"990659253331173386","23:55:13"
"605888337781456957","23:56:56"
"1053338842532421692","23:58:31"
"1064927001296777247","23:59:01"
"621392248172707840","23:59:28"
"1064927001296777247","00:08:24"
"651421374631510027","00:10:43"
"658035912541995018","00:10:50"
"621392248172707840","00:14:41"
"658035912541995018","00:30:33"
"983740039211130892","00:47:10"
"658035912541995018","00:55:12"
"942130848709345300","00:57:59"
"378661815929798658","00:59:13"
"658035912541995018","00:59:54"
"942130848709345300","01:00:47"
"942130848709345300","01:03:02"
"1106248425189670963","01:03:06"
"488022772778401792","02:32:59"
"488022772778401792","02:35:35"
"605888337781456957","02:55:48"
"605888337781456957","05:25:25"
"605888337781456957","06:15:14"
"1056165964485500998","06:48:37"
"1056165964485500998","09:17:55"
"1053338842532421692","10:51:25"
"983740039211130892","11:22:43"
"395961553851252748","11:39:46"
"942130848709345300","11:40:12"
"990659253331173386","12:08:15"
"651421374631510027","12:47:42"
"864049355619303454","13:14:47"
"651421374631510027","13:30:46"
"1038768974147620875","13:57:23"
"942130848709345300","14:02:16"
"1106248425189670963","14:02:20"
"1038768974147620875","14:13:22"
"605888337781456957","14:22:00"
"488022772778401792","14:22:20"
"864049355619303454","14:22:46"
"942130848709345300","14:24:53"
"663342006180904987","14:30:30"
"1103770468290400417","15:06:09"
"694850612982186014","15:07:57"
"580445863231356938","15:37:08"
"580445863231356938","15:37:16"
"751112298286022777","15:37:31"
"942130848709345300","15:47:53"
"580445863231356938","16:08:32"
"694850612982186014","16:09:05"
"642793141014888486","16:16:04"
"942130848709345300","16:22:31"
"942130848709345300","16:27:30"
"1053338842532421692","17:13:10"
"652938870937223179","17:22:31"
"642793141014888486","17:22:54"
"983740039211130892","17:28:40"
"1053338842532421692","17:38:20"
"694850612982186014","18:37:40"
"621392248172707840","19:12:46"
"488022772778401792","19:14:56"
"605888337781456957","19:38:09"
"651421374631510027","19:51:52"
"642793141014888486","19:53:55"
"652938870937223179","20:09:07"
"412656301357662208","20:11:11"
"942130848709345300","20:47:23"
"651421374631510027","20:50:53"
"488022772778401792","21:10:36"
"1053338842532421692","21:13:56"
"651421374631510027","21:19:21"
"990659253331173386","21:53:36"
"990659253331173386","21:57:02"
"942130848709345300","22:00:38"
"942130848709345300","22:00:52"
"942130848709345300","22:23:49"
"1106248425189670963","22:24:00"
"412656301357662208","22:31:14"
"605888337781456957","23:08:47"
"605888337781456957","23:26:26"
"605888337781456957","10:36:39"
"1053338842532421692","12:40:42"
"605888337781456957","13:23:32"
"694850612982186014","14:25:47"
"651421374631510027","14:26:34"
"1053338842532421692","14:38:13"
"1053338842532421692","16:07:35"
"983740039211130892","16:16:07"
"605888337781456957","16:18:25"
"1053338842532421692","16:29:59"
"1064927001296777247","17:05:22"
"990659253331173386","17:08:19"
"990659253331173386","18:09:18"
"605888337781456957","18:15:41"
"1064927001296777247","18:25:53"
"942130848709345300","18:26:49"
"1106248425189670963","18:26:51"
"1038768974147620875","18:43:30"
"642793141014888486","18:45:58"
"1053338842532421692","18:52:23"
"1053338842532421692","18:55:56"
"1064927001296777247","19:03:11"
"1064927001296777247","19:03:29"
"1064927001296777247","19:10:31"
"694850612982186014","19:47:09"
"1064927001296777247","19:52:28"
"642793141014888486","19:55:51"
"663342006180904987","19:55:55"
"488022772778401792","20:01:30"
"259723258197180417","20:27:26"
"412656301357662208","20:27:33"
"642793141014888486","20:27:40"
"642793141014888486","20:27:52"
"259723258197180417","20:30:09"
"1053338842532421692","20:44:34"
"1053338842532421692","21:24:36"
"1053338842532421692","21:26:52"
"412656301357662208","21:36:04"
"412656301357662208","21:36:21"
"412656301357662208","21:38:47"
"651421374631510027","21:58:34"
"1053338842532421692","22:01:38"
"1053338842532421692","22:01:54"
"989598425014239232","22:09:32"
"1053338842532421692","23:15:56"
"1053338842532421692","23:47:26"
"523144889077071887","23:51:03"
"1053338842532421692","23:53:24"
"804036269402226720","23:56:34"
"488022772778401792","10:52:28"
"605888337781456957","10:53:54"
"1053338842532421692","12:56:46"
"1053338842532421692","13:47:43"
"694850612982186014","14:06:53"
"488022772778401792","14:20:53"
"1053338842532421692","14:21:31"
"651421374631510027","14:57:38"
"1053338842532421692","15:45:47"
"651421374631510027","16:04:52"
"1064927001296777247","16:41:07"
"990659253331173386","16:58:32"
"983740039211130892","17:00:16"
"1064927001296777247","17:05:48"
"1064927001296777247","17:15:45"
"1053338842532421692","17:26:37"
"1053338842532421692","17:32:32"
"804036269402226720","17:41:09"
"605888337781456957","18:03:14"
"383365247240503298","19:00:35"
"663342006180904987","19:03:29"
"864049355619303454","19:06:05"
"1053338842532421692","19:11:38"
"663342006180904987","19:13:57"
"942130848709345300","19:41:42"
"1103770468290400417","19:58:51"
"605888337781456957","20:05:42"
"942130848709345300","20:09:51"
"259723258197180417","20:11:24"
"412656301357662208","20:16:13"
"523144889077071887","20:23:20"
"412656301357662208","20:31:44"
"1053338842532421692","20:33:30"
"605888337781456957","21:07:31"
"796166177952890880","21:32:12"
"796166177952890880","21:42:00"
"651421374631510027","21:42:35"
"1053338842532421692","21:44:56"
"1053338842532421692","21:52:59"
"1053338842532421692","22:24:20"
"1016810127707349064","23:43:57"
"1104766579729772564","23:48:55"
"1064927001296777247","07:51:45"
"1104766579729772564","11:19:14"
"1104766579729772564","12:33:54"
"804036269402226720","13:07:17"
"1053338842532421692","13:39:38"
"694850612982186014","14:02:17"
"1053338842532421692","14:19:02"
"1053338842532421692","14:19:43"
"1078642709436305448","15:04:06"
"605888337781456957","15:17:50"
"1053338842532421692","15:22:39"
"488022772778401792","15:49:10"
"694850612982186014","16:01:43"
"605888337781456957","16:53:42"
"651421374631510027","16:55:10"
"1038768974147620875","17:27:46"
"663342006180904987","17:32:51"
"1064927001296777247","17:38:00"
"804036269402226720","17:43:54"
"1053338842532421692","18:09:03"
"663342006180904987","18:29:02"
"1053338842532421692","18:29:19"
"1064927001296777247","19:01:01"
"988459627702255666","19:09:00"
"1053338842532421692","19:12:47"
"1064927001296777247","19:37:06"
"1064927001296777247","19:57:08"
"652938870937223179","20:22:43"
"652938870937223179","20:23:05"
"652938870937223179","20:25:04"
"990659253331173386","20:32:08"
"663342006180904987","20:32:17"
"1053338842532421692","20:34:25"
"694850612982186014","20:36:37"
"990659253331173386","20:50:14"
"1064927001296777247","21:01:34"
"1053338842532421692","21:31:33"
"1053338842532421692","21:35:51"
"983740039211130892","21:37:13"
"804036269402226720","21:43:29"
"522397018421854208","21:49:54"
"1053338842532421692","21:59:42"
"983740039211130892","22:13:04"
"1053338842532421692","22:16:39"
"868500699284140052","22:53:09"
"1053338842532421692","22:54:00"
"663342006180904987","23:03:11"
"990659253331173386","23:14:45"
"1053338842532421692","23:17:42"
"1061622048268496938","23:28:16"
"995992203518287932","23:33:14"
"582637757243850752","23:37:10"
"773525507304062976","23:47:53"
"991807730417418250","23:49:10"
"1053338842532421692","23:49:55"
"906422339674189835","23:50:51"
"699213054168006688","23:53:58"
"771737062923304991","23:54:01"
"1043981447112962160","23:58:44"
"822143934784208986","23:59:17"
"465932774746882049","23:59:23"
"939891222858846219","23:59:57"
"1043981447112962160","00:03:43"
"991807730417418250","00:34:08"
"773525507304062976","00:42:21"
"939891222858846219","00:42:24"
"939891222858846219","00:45:08"
"1043981447112962160","01:27:10"
"906422339674189835","01:30:14"
"771737062923304991","02:07:47"
"771737062923304991","02:48:04"
"1104766579729772564","06:09:24"
"1104766579729772564","07:42:33"
"1043981447112962160","09:17:23"
"1013766082143715429","10:19:30"
"771737062923304991","10:32:25"
"1053338842532421692","11:19:49"
"939891222858846219","11:20:25"
"822143934784208986","11:20:29"
