"roleID","label","guildID","id"
"1019825313477296140",User,"1019243091267424287","73"
"1019646528110985267",owner,"1019243091267424287","75"
"1020424425981608066",Administrator,"1019243091267424287","75"
"1019825313477296140",Mitglieder,"1019243091267424287","75"
"1020424425981608066",lol,"1019243091267424287","78"
"1020424425981608066",help,"1019243091267424287","78"
"1019646528110985267",sex,"1019243091267424287","78"
"1019825313477296140",verifyzieren,"1019243091267424287","81"
"1020719141214224464",verify,"1019243091267424287","81"
"1020663820143841310",männlich,"1019243091267424287","83"
"1020663862640521226",männlich,"1019243091267424287","83"
"1020663820143841310",männlich,"1019243091267424287","85"
"1020663862640521226",weiblich,"1019243091267424287","85"
"1020664093977366609",call of Duty,"1019243091267424287","87"
"1020663906231930892",Fortnite,"1019243091267424287","87"
"1020664132980187176",Roblox,"1019243091267424287","87"
"1020664024343527516",Rocket League,"1019243091267424287","87"
"1020663951954022400",Minecraft,"1019243091267424287","87"
"1020665293074350120",Unter 14,"1019243091267424287","92"
"1020665334878978079",über 14,"1019243091267424287","92"
"1020665386733142161",über 18,"1019243091267424287","92"
"1020665536247509002","25 Jahre","1019243091267424287","92"
"1020665593914982430",über 25,"1019243091267424287","92"
"1020666307886198845",single,"1019243091267424287","97"
"1020666259592970291",verliebt,"1019243091267424287","97"
"1020666307886198845",single,"1019243091267424287","99"
"1020666259592970291",Verliebt,"1019243091267424287","99"
"1020666360751194122",vergeben,"1019243091267424287","99"
"1020666591362437180",Lieb,"1019243091267424287","102"
"1020666446621188106",Freundlich,"1019243091267424287","102"
"1020666536853250179",Nett,"1019243091267424287","102"
"1020666482537025588",böse,"1019243091267424287","102"
"1020667308416446605",Geöffnete DM`S,"1019243091267424287","106"
"1020667408672899114",Geschlossene DM`S,"1019243091267424287","106"
"1020665145283858512",Deutschland,"1019243091267424287","108"
"1020665181300326461",Russland,"1019243091267424287","108"
"1020696184320438343",Ukraine,"1019243091267424287","108"
"1020696648407593071","1 Klasse","1019243091267424287","111"
"1020696683996266578","2 Klasse","1019243091267424287","111"
"1020696726866235402","3 Klasse","1019243091267424287","111"
"1020696766150090762","4 Klasse","1019243091267424287","111"
"1020696810852978739","5 Klasse","1019243091267424287","111"
"1020696849096654879","6 Klasse","1019243091267424287","111"
"1020696883829686354","7 Klasse","1019243091267424287","111"
"1020696920391421972","8 Klasse","1019243091267424287","111"
"1020696958798667796","9 Klasse","1019243091267424287","111"
"1020696995033272410","10 Klasse","1019243091267424287","111"
"1020663951954022400",Mincraft,"1019243091267424287","121"
"1020664024343527516",Rocket League,"1019243091267424287","121"
"1020663906231930892",Fortnite,"1019243091267424287","121"
"1020664093977366609",call of Duty,"1019243091267424287","121"
"1020664132980187176",Roblox,"1019243091267424287","121"
"1000403264187154502",News Ping,"912454427162578964","126"
"1000403408852889732",Social Media,"912454427162578964","126"
"1000403314208415847",Gewinnspiel Ping,"912454427162578964","126"
"1002508451865428078",Leaks Ping,"912454427162578964","126"
"1002508462342803556",Updates Ping,"912454427162578964","126"
"1000403264187154502",🔔 News Ping,"912454427162578964","131"
"1000403264187154502",🔔 News Ping,"912454427162578964","132"
"1000403408852889732",🚀 Social-Media Ping,"912454427162578964","132"
"1000403314208415847",🎉 Gewinnspiel Ping,"912454427162578964","132"
"1002508451865428078",👀 Leaks Ping,"912454427162578964","132"
"1002508462342803556",💡 Updates Ping,"912454427162578964","132"
"1020719141214224464",Verifyzieren,"1019243091267424287","137"
"1019825313477296140",Mitglied,"1019243091267424287","137"
"1020719141214224464",Verifyzieren,"1019243091267424287","139"
"1019825313477296140",Mitglied,"1019243091267424287","139"
"1019825313477296140",verifyzieren,"1019243091267424287","141"
"934379369319792650",Dev,"925729625580113951","142"
"1020719141214224464",verifycation,"1019243091267424287","143"
"1020719141214224464",verify,"1019243091267424287","144"
"1020719141214224464",verify,"1019243091267424287","145"
"1020663951954022400",🟫︱Mincraft,"1019243091267424287","146"
"1020664024343527516",⚽️🏎︱Rocket League,"1019243091267424287","146"
"1020664132980187176",⬜︱Roblox,"1019243091267424287","146"
"1020663906231930892",⚔︱Fortnite,"1019243091267424287","146"
"1020664093977366609",🔫︱Call of Duty,"1019243091267424287","146"
"1020663951954022400",🟫⛏︱Mincraft,"1019243091267424287","151"
"1020664024343527516",⚽️🏎︱Rocket League,"1019243091267424287","151"
"1020664132980187176",🌍⬜︱Roblox,"1019243091267424287","151"
"1020663906231930892",⚔⛏︱Fortnite,"1019243091267424287","151"
"1020664093977366609",🔫⚔︱Call of Duty,"1019243091267424287","151"
"926212661182623774",Vulpo Neuigkeiten,"925729625580113951","156"
"934764720387403796",Vulpo's Wald Neuigkeiten,"925729625580113951","156"
"934764712430800916",Leaks und Infos,"925729625580113951","156"
"953718497773486151",Status Update,"925729625580113951","156"
"934764724212609035",Gewinnspiele,"925729625580113951","156"
"1025475012687315047","123","1025145936063766619","161"
"1025475012687315047",↬ Geschlächt,"1025145936063766619","162"
"1096705029399920663",RP Ankündigung,"1096705029341188147","163"
"1096705029399920665",RP Info,"1096705029341188147","163"
"1096705029399920662",🎊 Giveway Ping,"1096705029341188147","163"
"1096705029399920661",Event Ping,"1096705029341188147","163"
"1096705029420879913",Einreise überspringen hinzufügen,"1096705029341188147","167"
"1096705029399920669",nicht eingereist wegmachen,"1096705029341188147","167"
"1027546709812858900",Einreise Überspringen,"937398557286228010","169"
"1027546709812858900",Einreise Überspringen,"937398557286228010","170"
"1027546709812858900",Einreise Überspringern,"937398557286228010","171"
"1079837604108849244",a,"1079807502113316896","172"
"1107262004298793000",Hier kannst du Illegale rollen hollen,"1061392171074334794","173"
"1107261725499203584",Hier kannst du dir die rolle zum Drogen farmen hollen,"1061392171074334794","173"
"1104866239463039127",Bot neuigkeiten,"1072160674911883315","175"
"1104866242503921704",umfragen ping,"1072160674911883315","175"
"1104866241266589747",event ping,"1072160674911883315","175"
"1104866242503921704",umfragen ping,"1072160674911883315","178"
"1104866238624178186",changelog ping,"1072160674911883315","178"
"1104866237294588095",giveaway ping,"1072160674911883315","178"
"1104866244357787699",mann,"1072160674911883315","181"
"1104866245255376916",weiblich,"1072160674911883315","181"
"1104866246081658931",diverse,"1072160674911883315","181"
"1104866243502149642",deadchat ping,"1072160674911883315","184"
"1108378080461983855","","1108252522583429172","185"
"1108378161135226910",Regelwerk nicht Akzeptiert rolle weg,"1108252522583429172","185"
"1109025193843769384",Pings,"1060915566971453471","187"
"1109025193843769384",Ankündigungs Ping,"1060915566971453471","188"
"1109025108854571049",Giveway,"1060915566971453471","189"
"1109439237037752341",Giveaway Ping📌,"1057014848321499236","190"
"1109484432353665052",Head Moderator,"1109484432328507432","191"
"1109484432353665051",Moderator,"1109484432328507432","191"
"1109484432362061936",Admin,"1109484432328507432","191"
"1109484432362061936",Admin,"1109484432328507432","194"
"1109484432353665052",Mod,"1109484432328507432","194"
"1110633295823261776",Instagramm,"1079095182978469908","196"
"1111746840451366962",News,"1057388309992710214","197"
"1067459402346549248",newpig,"1067454607749546044","198"
"1043940302915903668",Admin,"1043892562760564757","199"
"1113125036518285375",📢 | Neuigkeiten,"1113109061785878532","200"
"1113124785828921475",🎁 | Gewinnspiele,"1113109061785878532","200"
"1113125805975941131",📊 | Umfragen,"1113109061785878532","200"
"1113127279992786984",🔴 | 18 Jahre+,"1113109061785878532","203"
"1113127426143309856",🟠 | 16 Jahre+,"1113109061785878532","203"
"1113127521169440789",🟡 | 14 Jahre,"1113109061785878532","203"
"1113127647619338320",🟢 | 12 Jahre+,"1113109061785878532","203"
"1113126034573893642",🚹 | Männlich,"1113109061785878532","203"
"1113126644392145007",🚺 | Weiblich,"1113109061785878532","203"
"1113842941782405221",Erhalte die Neuigkeiten auf dem Server,"1077601298251251802","209"
"1113842866037465230",Erhalte Benachrichtigungen über Giveaways,"1077601298251251802","209"
"1113843037588701254",Erhalte Benachrichtigungen über den Changelog,"1077601298251251802","209"
"1107721276140830784",Unangemeldet,"1079095182978469908","212"
"1118077040009158781",News Ping🥹,"1112323817197555753","213"
"1118077632253263912",Giveaway Ping😎,"1112323817197555753","213"
"1118989326131417221",Gewinnspiele,"1118989326131417218","215"
"1118989326131417220",Random Pings,"1118989326131417218","215"
"1118989326131417223",Social Media Pings,"1118989326131417218","215"
"1118989326185930830","12","1118989326131417218","218"
"1118989326185930829","13","1118989326131417218","218"
"1118989326185930828","14","1118989326131417218","218"
"1118989326131417227",Männlich,"1118989326131417218","221"
"1118989326131417226",Weiblich,"1118989326131417218","221"
"1119009152988090450",Non Binary,"1118989326131417218","221"
"1000403264187154502",🔔 | News,"912454427162578964","224"
"1000403408852889732",🚀 | Social-Media,"912454427162578964","224"
"1000403314208415847",🎉 | Gewinnspiele,"912454427162578964","224"
"1002508451865428078",👀 | Leaks,"912454427162578964","224"
"1002508462342803556",💡 | Updates,"912454427162578964","224"
"1107721276140830784","Für Minecraft Turniere (Bedrock Esition, German)","1079095182978469908","229"
"1121350028594774053",Neuigkeiten,"1121350028594774046","230"
"1121350028594774048",Event Ping,"1121350028594774046","230"
"1121350028594774051",Giveaway Ping,"1121350028594774046","230"
"1118989326185930830","12-14","1118989326131417218","233"
"1118989326185930829","15-17","1118989326131417218","233"
"1118989326185930828","18+","1118989326131417218","233"
"1118989326290800701",Valorant,"1118989326131417218","236"
"1118989326290800704",Fortnite,"1118989326131417218","236"
"1118989326244646929",Minecraft,"1118989326131417218","236"
"1118989326290800703",COD,"1118989326131417218","239"
"1118989326290800702",Rainbow 6,"1118989326131417218","239"
"1118989326290800700",Fall Guys,"1118989326131417218","239"
"1118989326244646930",COC,"1118989326131417218","242"
"1118989326244646931",CR,"1118989326131417218","242"
"1118989326244646927",GTA,"1118989326131417218","242"
"1118989326244646928",Among Us,"1118989326131417218","245"
"1118989326244646924",RL,"1118989326131417218","245"
"1122118177866924032",Männlich,"1061674451965583420","247"
"1122118218497151036",Weiblich,"1061674451965583420","247"
"1091012577892507668",:purple_circle: Master Duel,"1089328006880833626","249"
"1091012785229533266",:blue_circle: YGO Omega,"1089328006880833626","249"
"1091012664794304522",:brown_circle: EDOPRO,"1089328006880833626","249"
"1091012577892507668",:purple_circle: Master Duel,"1089328006880833626","252"
"1091012785229533266",:blue_circle: YGO Omega,"1089328006880833626","252"
"1091012664794304522",:brown_circle: EDOPRO,"1089328006880833626","252"
"1109439237037752341",Giveaway Ping📌,"1057014848321499236","255"
"1074138885459820634",Whitlist ✅,"1057014848321499236","255"
"1093612097172164718",News Benachrichtigung,"1089280831702446180","257"
"1093612171428118668",Update Benachrichtigung,"1089280831702446180","257"
"1125081479374970910",Paderborn Fan,"1114843626078474270","259"
"1125081823106572379",Verein Infos,"1114843626078474270","259"
"1125081599738912768",Social Media,"1114843626078474270","259"
"1114477572374413433",I Alpen,"1114475127967584296","262"
"1113358638556393494",Giveaway Ping,"1062798190157496441","263"
"1113358135000834129",Newd Ping,"1062798190157496441","263"
"1113360300658401280",Bewerbubgsping,"1062798190157496441","263"
"1113358638556393494",Giveaway Ping,"1062798190157496441","266"
"1113358135000834129",News Ping,"1062798190157496441","266"
"1113360300658401280",Bewerbungs Ping,"1062798190157496441","266"
"1132760204996513814",🔔 | News,"1132605437942968390","269"
"1132760353915281470",🎥 | Social Media,"1132605437942968390","269"
"1132760444331896853",🎁 | Gewinnspiele,"1132605437942968390","269"
"1135335604381548665",Info Ping,"1135331156515106816","272"
"1135335700686975049",Update Ping,"1135331156515106816","272"
"1135335657045233734",Gewinnspiel Ping,"1135331156515106816","272"
"1135335510949232792",Sneak Peek Ping,"1135331156515106816","275"
"1136197005736169523",Giveaway,"1116745510989074442","276"
"1136196781844209786",News,"1116745510989074442","276"
"1135716775229669446",Baden-Württenberg,"1095133511683411978","278"
"1134858202920529930",Verifizierung,"1134802466051997796","279"
"1141761763822542928",Bewerbungs Ping,"1140295539703959686","280"
"1141761648907014154",Allgemein Ping,"1140295539703959686","280"
"1141761913617915924",Fraktions Ping,"1140295539703959686","280"
"1141761763822542928",Bewerbungs Ping,"1140295539703959686","283"
"1141761913617915924",Fraktions Ping,"1140295539703959686","283"
"1141761648907014154",Allgemein Ping,"1140295539703959686","283"
"1142864947487969291","14+","1142559356915818676","286"
"1142865004769574912","16+","1142559356915818676","286"
"1142865071106703510","18+","1142559356915818676","286"
"1142866021741498378",schweiz,"1142559356915818676","289"
"1142866020495786086",Österreich,"1142559356915818676","289"
"1142865783643459704",Deutschland,"1142559356915818676","289"
"1142865259196055685",Fortnite,"1142559356915818676","292"
"1142865260836044901",Valorant,"1142559356915818676","292"
"1142865253932212344",Rocket League,"1142559356915818676","292"
"1142865780317356222",Girl,"1142559356915818676","295"
"1142865781445636107",Boy,"1142559356915818676","295"
"1142838312604811275",XoTtIc,"1142559356915818676","295"
"1142838312604811275","","1142559356915818676","298"
"1142865781445636107",Boy,"1142559356915818676","298"
"1142865780317356222",Girl,"1142559356915818676","300"
"1142865781445636107",Boy,"1142559356915818676","300"
"1144949750551031808",Abmelden,"1137266851282423808","302"
"1146863299233861715",Alter,"1146863299175137451","303"
"1146863299233861714",alter,"1146863299175137451","303"
"1146863299204489265",alter,"1146863299175137451","303"
"1141116981756575874",Friend,"1141116981697859736","306"
"1149318866288246794",Gewinnspiel Rolle,"1143777028055773274","307"
"1152358577739141180",On-Duty/Off-Duty,"1094612990621388852","308"
"1152359632128462959",Security,"1094612990621388852","308"
"1155038716121841744",Für Normale Ankündigungen die Rolle,"1154877839833833594","310"
"1155038625696854089",Für Die Support Ankündigungen,"1154877839833833594","310"
"1152164739531681833",⚪ | Weiß,"1113109061785878532","312"
"1138233931431428136",🔵 | Blau,"1113109061785878532","312"
"1143878160971219066",🟢 | Grün,"1113109061785878532","312"
"1143803295320789082",🟡 | Gelb,"1113109061785878532","312"
"1155839975930220604",🟠 | Orange,"1113109061785878532","312"
"1143803370449154048",🔴 | Rot,"1113109061785878532","312"
"1142530386556100658",Männlich,"1142119099309228092","318"
"1142530457314005043",Weiblich,"1142119099309228092","318"
"1142530528210333888",Divers,"1142119099309228092","318"
"1142530386556100658",Männlich ♂️,"1142119099309228092","321"
"1142530859832971334","13-16 Jahre","1142119099309228092","322"
"1142530951117815959","17-20 Jahre","1142119099309228092","322"
"1142531048153034802","21-24 Jahre","1142119099309228092","322"
"1152164739531681833",Weiß,"1113109061785878532","325"
"1159910960186794034",Wichtig Ping,"1159906424982347836","326"
"1159911302697852991",Update Ping,"1159906424982347836","326"
"1159910425207521350",Bitte auswählen,"1159906424982347836","326"
"1138563641113841714",Informationen Ping,"1136079229960851479","329"
"1138563641113841714",Das ist der Ping für alle Informationen,"1136079229960851479","330"
"1160001382833729596",Das ist der Ping für die Frage des Tages,"1136079229960851479","330"
"1160001793489645678",Das ist der Ping für alle Umfragen,"1136079229960851479","330"
"1151150742992859257",ping,"1145718308222537758","333"
"1151150484925730826",news,"1145718308222537758","333"
"1151150861859422319","13-","1145718308222537758","335"
"1151151241263579166","13+","1145718308222537758","335"
"1151151030747279460","16+","1145718308222537758","335"
"1150154779876671630",Alter,"1150154779847299155","338"
"1150154779876671629",Alter,"1150154779847299155","338"
"1150154779876671628",alter,"1150154779847299155","338"
"1161646568542326784",Eilmeldungen,"1161634391102062682","341"
"1161646732287946855",Pressemitteilungen,"1161634391102062682","341"
"1161646880208474202",Meldungen,"1161634391102062682","341"
"1161646568542326784",Eilmeldungen,"1161634391102062682","344"
"1161646732287946855",Pressemitteilungen,"1161634391102062682","344"
"1161646880208474202",Meldungen,"1161634391102062682","344"
"1162509181400657993",Alter,"1162509181362896926","347"
"1162509181400657992",Alter,"1162509181362896926","347"
"1162509181400657991",alter,"1162509181362896926","347"
"1164555201055817788",Bist du wegen xanschiii hier?,"1164506009000230922","350"
"1167581058456358982",Illegale Einreise,"1167100764800421910","351"
"1167580872208289812",Legale Einreise,"1167100764800421910","351"
