"guildID","userID","grund","warnID"
"1136389774282858607","797885649154998303","Hat ein verbotenes Wort gesendet: ||<@&1136393032736964639>||
`Verwarnung erstellt am 08.08.2023`",44
"1136389774282858607","797885649154998303","Hat ein verbotenes Wort gesendet: ||<@&1136393032736964639>||
`Verwarnung erstellt am 08.08.2023`",45
"1136389774282858607","797885649154998303","Hat ein verbotenes Wort gesendet: ||<@&1136393032736964639>||
`Verwarnung erstellt am 08.08.2023`",46
"1136389774282858607","797885649154998303","Hat ein verbotenes Wort gesendet: ||<@&1136393032736964639>||
`Verwarnung erstellt am 08.08.2023`",47
"1136389774282858607","797885649154998303","Hat ein verbotenes Wort gesendet: ||<@&1136393032736964639>||
`Verwarnung erstellt am 08.08.2023`",48
"1136389774282858607","997497624460529777","Hat ein verbotenes Wort gesendet: ||<@1042447122710147152>||
`Verwarnung erstellt am 08.08.2023`",1
"1057388309992710214","785552813848920064","test
`Verwarnung erstellt am 08.08.2023`",3
"1057388309992710214","1084588006482133074","schissen in der safesone (kh)
`Verwarnung erstellt am 08.08.2023`",1
"1057388309992710214","1084588006482133074","schissen safesone(kh)
`Verwarnung erstellt am 08.08.2023`",2
"1104358848724221993","1051973587462017055","falscher kanal
`Verwarnung erstellt am 09.08.2023`",1
"1104358848724221993","756788649647144971","falscher kanal
`Verwarnung erstellt am 09.08.2023`",1
"1057388309992710214","1136115590059270226","Crash RP nicht ausgespielt
`Verwarnung erstellt am 09.08.2023`",6
"1104358848724221993","1051973587462017055","Provokstion des Teams
`Verwarnung erstellt am 09.08.2023`",2
"1104358848724221993","564117537164361744","@everyone ping
`Verwarnung erstellt am 09.08.2023`",1
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 09.08.2023`",1
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 09.08.2023`",2
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 09.08.2023`",3
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 09.08.2023`",4
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 09.08.2023`",5
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 09.08.2023`",6
"1057388309992710214","1029784671913000971","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",1
"1057388309992710214","929047874304618506","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",1
"1057388309992710214","929047874304618506","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",2
"1057388309992710214","929047874304618506","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",3
"1057388309992710214","929047874304618506","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",4
"1057388309992710214","929047874304618506","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",5
"1057388309992710214","929047874304618506","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",6
"1057388309992710214","929047874304618506","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",7
"1057388309992710214","929047874304618506","Hat ein verbotenes Wort gesendet: ||penis||
`Verwarnung erstellt am 09.08.2023`",8
"1128228831057170442","1138481003493605446","Crash RP verweigert dazu kommt Fail RP
`Verwarnung erstellt am 09.08.2023`",1
"1128228831057170442","1130198896770043905","Fail RP
`Verwarnung erstellt am 09.08.2023`",2
"1100051302026842174","1013063503998885888","Beleidigung
`Verwarnung erstellt am 09.08.2023`",5
"1100051302026842174","935599964648775680","Beleidigung
`Verwarnung erstellt am 09.08.2023`",1
"1100051302026842174","1013063503998885888","In falschen Chat geschrieben
`Verwarnung erstellt am 09.08.2023`",6
"1100051302026842174","935599964648775680","In unerlaubten Chat geschrieben.
`Verwarnung erstellt am 09.08.2023`",2
"1057388309992710214","1112088760415420557","Ruft Teamler privat an
`Verwarnung erstellt am 09.08.2023`",1
"1134202745419747370","1071398168794771546","er macht Eigenwerbung
`Verwarnung erstellt am 09.08.2023`",1
"1126143254266642472","795392307258982420","test
`Verwarnung erstellt am 09.08.2023`",1
"1120705348739797034","885927464705077248","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 11% Caps.
`Verwarnung erstellt am 09.08.2023`",1
"1120705348739797034","885927464705077248","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 13% Caps.
`Verwarnung erstellt am 09.08.2023`",2
"1120073762650476677","898922728684392468","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 11% Caps.
`Verwarnung erstellt am 09.08.2023`",1
"1057388309992710214","1063513786335625237","VDM,FRP,RDM video beweis
`Verwarnung erstellt am 10.08.2023`",1
"1125066301417734176","1069277258222669834","Hat ein verbotenes Wort gesendet: ||jonas hat aim||
`Verwarnung erstellt am 10.08.2023`",1
"1125066301417734176","1069277258222669834","Hat ein verbotenes Wort gesendet: ||jonas hat aim||
`Verwarnung erstellt am 10.08.2023`",2
"1057388309992710214","1094234104343576667","bedroht medic
`Verwarnung erstellt am 10.08.2023`",1
"1057388309992710214","1117844235497001100","Frp
`Verwarnung erstellt am 10.08.2023`",1
"1057388309992710214","888747488406822923","RDM
`Verwarnung erstellt am 10.08.2023`",1
"1057388309992710214","843465276270968852","Frp
`Verwarnung erstellt am 10.08.2023`",3
"1057388309992710214","862216902469091348","trolling im talk und ooc reden werd desen rp läuft
`Verwarnung erstellt am 10.08.2023`",3
"1128228831057170442","1130198896770043905","ELW Besatzung ohne Erlaubnis (Regelbruch)
`Verwarnung erstellt am 10.08.2023`",3
"1057388309992710214","888747488406822923","rp flucht leaven trotz medic
`Verwarnung erstellt am 10.08.2023`",2
"1057388309992710214","1135143352770236458","leaven trotz medic
`Verwarnung erstellt am 10.08.2023`",2
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 10.08.2023`",1
"1136985545503952896","1136646767883071568","Ticket-Spam
`Verwarnung erstellt am 10.08.2023`",2
"1136985545503952896","1136646767883071568","Staff-Spam
`Verwarnung erstellt am 10.08.2023`",3
"1134202745419747370","1071398168794771546","Er kopiert die Support Zeiten
`Verwarnung erstellt am 10.08.2023`",2
"1125066301417734176","1136265371364630630","Hat ein verbotenes Wort gesendet: ||jonas hat aim||
`Verwarnung erstellt am 10.08.2023`",1
"1057388309992710214","753703412285177949","schreibt staffler privat am
`Verwarnung erstellt am 10.08.2023`",1
"1138236914286206976","1074049851207209031","wegen veraten
`Verwarnung erstellt am 10.08.2023`",1
"1057388309992710214","699851070385684551","FRP staffler dabei
`Verwarnung erstellt am 10.08.2023`",1
"1057388309992710214","699851070385684551","cuffrush mit staffler beweis
`Verwarnung erstellt am 10.08.2023`",2
"1057388309992710214","699851070385684551","FRP mit clip beweis
`Verwarnung erstellt am 10.08.2023`",3
"1057388309992710214","699851070385684551","rejoinen trotz medic
`Verwarnung erstellt am 10.08.2023`",4
"1057388309992710214","699851070385684551","kein rp aus spielen plus tasern ob wohl die peron erst on kam
`Verwarnung erstellt am 10.08.2023`",5
"1120073762650476677","898922728684392468","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 10% Caps.
`Verwarnung erstellt am 10.08.2023`",2
"1126143254266642472","1097543096339812494","schreiben in only admin chat
`Verwarnung erstellt am 10.08.2023`",1
"1057014848321499236","974303381877297213","e
`Verwarnung erstellt am 10.08.2023`",2
"1057014848321499236","974303381877297213","e
`Verwarnung erstellt am 10.08.2023`",3
"1057014848321499236","974303381877297213","e
`Verwarnung erstellt am 10.08.2023`",4
"1057014848321499236","912013429995372605","test
`Verwarnung erstellt am 10.08.2023`",3
"1057014848321499236","748410515021103124","test wenn du time out bist schreib WhatsApp
`Verwarnung erstellt am 10.08.2023`",1
"1057014848321499236","912013429995372605","test
`Verwarnung erstellt am 10.08.2023`",4
"1057014848321499236","1060258809584554006","name
`Verwarnung erstellt am 10.08.2023`",1
"1057014848321499236","1005061538698231869","weiß nd test
`Verwarnung erstellt am 10.08.2023`",2
"1057014848321499236","1005061538698231869","test man
`Verwarnung erstellt am 10.08.2023`",3
"1136985545503952896","416983638815670273","Beleidigung und N... gesagt
`Verwarnung erstellt am 11.08.2023`",2
"1128228831057170442","1109135683865554946","Pingt Teamler! und hat somit das Regelwerk gebrochen! 1/3 Verwarnungen
`Verwarnung erstellt am 11.08.2023`",1
"1128228831057170442","1021003483039678474","Regelbruch in  IC regeln! Gegen Regel 16 Verstoßen!
`Verwarnung erstellt am 11.08.2023`",1
"1128228831057170442","1021003483039678474","Regelbruch in IC ( IC Regeln ) Regel 16 verstoßen
`Verwarnung erstellt am 11.08.2023`",2
"1120073762650476677","1111732978012389488","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 17% Caps.
`Verwarnung erstellt am 11.08.2023`",1
"1097479709140455495","1056569811347443762","Hat ein verbotenes Wort gesendet: ||hs||
`Verwarnung erstellt am 11.08.2023`",7
"1097479709140455495","1056569811347443762","Hat ein verbotenes Wort gesendet: ||hs||
`Verwarnung erstellt am 11.08.2023`",8
"1130862156875837510","310472453920915456","Unangemessene Nachricht
`Verwarnung erstellt am 12.08.2023`",1
"1130862156875837510","776812655439642655","Unangemessene Nachricht
`Verwarnung erstellt am 12.08.2023`",1
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 12.08.2023`",2
"1117497871047082106","1110577939763970118","Hat die Caps Sperre von 70% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 12.08.2023`",1
"1127663049407479908","767473502219272233","Hat ein verbotenes Wort gesendet: ||Max||
`Verwarnung erstellt am 12.08.2023`",1
"1117497871047082106","1110577939763970118","Hat die Caps Sperre von 70% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 12.08.2023`",2
"1127663049407479908","767473502219272233","Hat ein verbotenes Wort gesendet: ||Max||
`Verwarnung erstellt am 12.08.2023`",2
"1134202745419747370","1071751217618890772","er warnt mich
`Verwarnung erstellt am 12.08.2023`",1
"1127663049407479908","767473502219272233","Hat ein verbotenes Wort gesendet: ||Max||
`Verwarnung erstellt am 12.08.2023`",3
"1139913380551987282","758612895494832149","yo mama
`Verwarnung erstellt am 12.08.2023`",1
"1139913380551987282","795392307258982420","Bewirb dich. Das ist nur eine Verwarnung!!!!!!!! Spass
`Verwarnung erstellt am 12.08.2023`",1
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 12.08.2023`",3
"1130862156875837510","223109865197928448","Unangemessene Nachricht
`Verwarnung erstellt am 13.08.2023`",1
"1139913380551987282","795392307258982420","Bewirbt sich nach mehrere Vorwarnungen nicht
`Verwarnung erstellt am 13.08.2023`",2
"1139913380551987282","843465276270968852","test
`Verwarnung erstellt am 13.08.2023`",1
"1139913380551987282","1094234104343576667","Sie haben Regel 12 & 16 nicht eingehalten
`Verwarnung erstellt am 13.08.2023`",1
"1128228831057170442","782534448825892894","§2 FailRP ist Verboten. FailRP ist, wenn unrealistische Sachen gemacht werden, wie z.B. Du hüpfst, nach dem du wiederbelebt wurdest.
`Verwarnung erstellt am 13.08.2023`",1
"1128228831057170442","1136119071574851607","§2 FailRP ist Verboten. FailRP ist, wenn unrealistische Sachen gemacht werden, wie z.B. Du hüpfst, nach dem du wiederbelebt wurdest.
`Verwarnung erstellt am 13.08.2023`",1
"1134951256708874281","1097543096339812494","Vdm
`Verwarnung erstellt am 13.08.2023`",1
"1134951256708874281","1071836876786368523","RDM
`Verwarnung erstellt am 13.08.2023`",2
"1134951256708874281","1140328697874886708","RP Flucht
`Verwarnung erstellt am 13.08.2023`",1
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 13.08.2023`",4
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 13.08.2023`",5
"1127234665149890562","925799559576322078","hurensohn
`Verwarnung erstellt am 14.08.2023`",4
"1120073762650476677","898922728684392468","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 12% Caps.
`Verwarnung erstellt am 14.08.2023`",3
"1136692350882693140","1138427739175669800","schreibt in ankündigung obwohl man es erst mit admin darf
`Verwarnung erstellt am 14.08.2023`",1
"1113169230951616572","714519451747221515","Unangebrachter Name
`Verwarnung erstellt am 14.08.2023`",1
"1113169230951616572","714519451747221515","Unangebrachter Name
`Verwarnung erstellt am 14.08.2023`",2
"1104358848724221993","564117537164361744","Beleidigung
`Verwarnung erstellt am 14.08.2023`",2
"1120771161870049372","1137694138679165040","Keine Wünsche zum DC, ""Kick Link"" verlangt. Bei Wiederholung -> Timeout!
`Verwarnung erstellt am 15.08.2023`",1
"1127234665149890562","651095740390834176","hurensohn du wixxer du bananenschälerautomat
`Verwarnung erstellt am 15.08.2023`",1
"1128228831057170442","786970253150257173","Regelbruch Verwarnung 1 / 3
`Verwarnung erstellt am 15.08.2023`",1
"1128228831057170442","786970253150257173","Regelbruch
`Verwarnung erstellt am 15.08.2023`",2
"1128228831057170442","1013063503998885888","Ooc Frage im RP
`Verwarnung erstellt am 15.08.2023`",1
"1128228831057170442","666592191895961601","Fail RP Verwarnung 1/3
`Verwarnung erstellt am 15.08.2023`",1
"1128228831057170442","666592191895961601","Fail RP
`Verwarnung erstellt am 15.08.2023`",2
"1128228831057170442","786970253150257173","Fail RP
`Verwarnung erstellt am 15.08.2023`",3
"1128228831057170442","786970253150257173","Fail RP / hat sich als jemanden anderes ausgegeben!
`Verwarnung erstellt am 15.08.2023`",4
"1137377224861950082","1061320481589952633","METAGAMING
`Verwarnung erstellt am 15.08.2023`",1
"1137377224861950082","816597376982450186","BELEIDIGUNG HS
`Verwarnung erstellt am 15.08.2023`",1
"1134951256708874281","1078310695197757471","Flucht rp und redet die ganze zeit zurück
`Verwarnung erstellt am 15.08.2023`",1
"1117497871047082106","1124037102397554738","Hat die Caps Sperre von 70% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 15.08.2023`",1
"1120073762650476677","898922728684392468","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 13% Caps.
`Verwarnung erstellt am 16.08.2023`",4
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 16.08.2023`",7
"1128228831057170442","949723238789943306","Pingt Teamler 1 / 3 verwarnungen
`Verwarnung erstellt am 16.08.2023`",1
"1055886722593996820","368521195940741122","Test
`Verwarnung erstellt am 16.08.2023`",1
"1137377224861950082","1061320481589952633","halts maul
`Verwarnung erstellt am 16.08.2023`",2
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 16.08.2023`",6
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 16.08.2023`",7
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 16.08.2023`",8
"1136692350882693140","1138427739175669800","Event kapput gemacht
`Verwarnung erstellt am 17.08.2023`",2
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 17.08.2023`",9
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 17.08.2023`",8
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 17.08.2023`",9
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 17.08.2023`",10
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 17.08.2023`",11
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 17.08.2023`",12
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 17.08.2023`",13
"1136692350882693140","1098984706118275092","everyone Ping
`Verwarnung erstellt am 17.08.2023`",1
"1128228831057170442","1013063503998885888","Pingt Teamler und ist ein klarer Regelbruch des Servers!
`Verwarnung erstellt am 18.08.2023`",2
"1128228831057170442","1013063503998885888","merfaches Pingen zum zweiten mal!
`Verwarnung erstellt am 18.08.2023`",3
"1136692350882693140","1098984706118275092","Beledigt Mit schnautze
`Verwarnung erstellt am 18.08.2023`",2
"1120674994310098995","1104662895784104038","Denk an die Freundlichkeit
`Verwarnung erstellt am 18.08.2023`",14
"1120771161870049372","1109062607966576644","Seit 38 Tagen nicht mehr online
`Verwarnung erstellt am 19.08.2023`",2
"1120674994310098995","1104662895784104038","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 19.08.2023`",15
"1128228831057170442","1095447742530195506","Angst RP nicht ausgespielt sorry bro regeln sind regeln
`Verwarnung erstellt am 19.08.2023`",1
"1128228831057170442","1130198896770043905","FailRP / Chrash RP
`Verwarnung erstellt am 19.08.2023`",4
"1127234665149890562","569608086642491405","VDM
`Verwarnung erstellt am 20.08.2023`",2
"1120073762650476677","898922728684392468","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 10% Caps.
`Verwarnung erstellt am 20.08.2023`",5
"1142769811026350192","1107373717488681041","Dies ist dein Donate channel kein bot command channel!
`Verwarnung erstellt am 20.08.2023`",1
"1008032867084926976","1053746733512917072","FBI Server raid und eigen Werbung
`Verwarnung erstellt am 20.08.2023`",1
"1127234665149890562","1122116005246816296","du kaka
`Verwarnung erstellt am 21.08.2023`",1
"1120073762650476677","898922728684392468","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 12% Caps.
`Verwarnung erstellt am 21.08.2023`",6
"1142559356915818676","1057039652923650159","Test
`Verwarnung erstellt am 22.08.2023`",1
"1130862156875837510","1131482563731533877","Unangemessene Nachricht
`Verwarnung erstellt am 22.08.2023`",1
"1130862156875837510","1018926889236181002","Unangemessene Nachricht
`Verwarnung erstellt am 22.08.2023`",1
"1130862156875837510","1143675117046612128","Unangemessene Nachricht
`Verwarnung erstellt am 22.08.2023`",1
"1128228831057170442","982352204587483147","Verwarnung 1/3 grund: Profilbild mit illigalem Inhalt! Zeit bis zum ändern: 17Uhr
`Verwarnung erstellt am 23.08.2023`",1
"1128228831057170442","1086000977993289840","Kopiert die support bewerbung
`Verwarnung erstellt am 23.08.2023`",1
"1125066301417734176","997564788299288796","Hat die Caps Sperre von 80% überschritten. Die Nachricht beinhaltete 100% Caps.
`Verwarnung erstellt am 23.08.2023`",1
"1128228831057170442","870243410651533352","Support geöffnet ohne Hintergrund des servers
`Verwarnung erstellt am 24.08.2023`",1
"1120674994310098995","996172129030647910","Hat ein verbotenes Wort gesendet: ||Why||
`Verwarnung erstellt am 24.08.2023`",10
"1120771161870049372","1109062607966576644","Probe
`Verwarnung erstellt am 25.08.2023`",3
"1128228831057170442","786970253150257173","Hat ein Geklautes Profielbild drinne
`Verwarnung erstellt am 25.08.2023`",5
"1120073762650476677","736232378586103928","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 14% Caps.
`Verwarnung erstellt am 26.08.2023`",1
"1120073762650476677","736232378586103928","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 13% Caps.
`Verwarnung erstellt am 26.08.2023`",2
"1136692350882693140","996764964465422396","falsches pingen
`Verwarnung erstellt am 26.08.2023`",1
"1120073762650476677","1106289279220588555","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 14% Caps.
`Verwarnung erstellt am 26.08.2023`",4
"1120073762650476677","1106289279220588555","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 10% Caps.
`Verwarnung erstellt am 26.08.2023`",5
"1120073762650476677","898922728684392468","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 15% Caps.
`Verwarnung erstellt am 26.08.2023`",7
"1120073762650476677","976554880007286794","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 18% Caps.
`Verwarnung erstellt am 27.08.2023`",1
"1057014848321499236","1027609928011092039","lügen
`Verwarnung erstellt am 27.08.2023`",1
"1057014848321499236","1027609928011092039","Support lügen
`Verwarnung erstellt am 27.08.2023`",2
"1128228831057170442","1012799510893834381","Hat ein Job gemacht ohne Befugnisse
`Verwarnung erstellt am 27.08.2023`",1
"1128228831057170442","1065293660213751899","Hat ein Job gemacht ohne befugnisse
`Verwarnung erstellt am 27.08.2023`",1
"1128228831057170442","1065293660213751899","Hat ein Job gemacht ohne befungisse
`Verwarnung erstellt am 27.08.2023`",2
"1120073762650476677","1106289279220588555","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 12% Caps.
`Verwarnung erstellt am 27.08.2023`",6
"1120073762650476677","1106289279220588555","Hat die Caps Sperre von 10% überschritten. Die Nachricht beinhaltete 14% Caps.
`Verwarnung erstellt am 27.08.2023`",7
"1120771161870049372","1000753632288981063","Lügen
`Verwarnung erstellt am 27.08.2023`",1
