"userID","anzahl"
"905116000326914070","33"
"818576302881505368","121"
"779430101259255829","6"
"337210546459901952","73"
"552471151247491072","21"
"765137438619598878","13"
"796475089658708009","8"
"868909873331572816","39"
"915266458588688435","20"
"928002078666784808","1"
"970405038604316682","38"
"766642396238446632","18"
"543137538815164428","4"
"693523513792790648","41"
"693108996399431781","7"
"527802126488043551","19"
"901778776646619147","3"
"711961971347554334","20"
"745201745294131250","53"
"722504610702426212","20"
"914113733549260820","33"
"748612259420569625","142"
"983408589068730449","26"
"583542284281315347","4"
"1006136184583507988","1"
"772821490118164491","18"
"743041314404302887","27"
"940555687598129222","5"
"674359261278502921","1"
"975517964365361152","13"
"857574086909755422","24"
"822930913477787678","1"
"347077478726238228","12"
"826022374020874290","1"
"791989862936870932","17"
"1001200401292476457","59"
"739489044702167362","5"
"647502241477033990","7"
"932669935266713662","102"
"989873913297260616","11"
"775242927948955692","179"
"909700322266607696","47"
"403606660297261076","14"
"1005876023054844085","1"
"764157181285105685","15"
"911365307329814538","1"
"919747347112656958","95"
"588388776477458463","183"
"790530223421652993","21"
"1000460508811497573","35"
"801138013701799956","102"
"993187056312389702","21"
"1002922104133537812","1"
"811868517775179797","1"
"729997823306760242","6"
"932668912485666906","75"
"434394986352476161","59"
"788080009444851783","7"
"863414925950320660","5"
"828646971139948556","93"
"709383987432390759","1"
"792096088021794866","46"
"910591972018901062","22"
"709004687013052506","22"
"544926802225922061","25"
"721467797238186074","81"
"809389236179435541","19"
"992494066195509304","73"
"963888603296071760","1"
"966366357841137724","16"
"776112644972216351","27"
"1007322300309327872","20"
"1003940277926498404","1"
"838353789307191296","60"
"905047099429777448","3"
"838109867322507324","2"
"786713941011202078","8"
"852903649277378620","227"
"699922189679591474","7"
"867452059576827925","1"
"572731643282849798","170"
"995654439392251974","16"
"955896384891011072","3"
"1013651239625560114","1"
"885163726049800223","2"
"989934900197089350","1"
"1013430620271165471","1"
"658021622640279552","53"
"909027114366406676","1"
"805827935289606164","7"
"604932358617169940","2"
"815843018048798741","1"
"844488878614118421","1"
"987369724415455272","1"
"800721845711667252","56"
"672128559321710593","190"
"1013502077810528305","1"
"835163449759498311","11"
"1010516743401242666","7"
"807263960209293312","2"
"993623828662071485","21"
"945638262570115103","3"
"803290272040615937","128"
"1015708362597482577","171"
"972082455953670146","17"
"829543922845089812","17"
"611466165809709056","3"
"802547514469122068","30"
"1013481601189023807","4"
"697580864707494010","99"
"658722937280528394","3"
"873234979239383040","17"
"635429729419132931","3"
"991745850810314873","5"
"982353263800233984","22"
"911565112190586900","8"
"993181441762545746","110"
"928654678164647936","50"
"784812447327715328","51"
"984515327717150720","4"
"759792199394656267","5"
"942383452618121286","72"
"992157761959891004","7"
"778298444984352778","6"
"724238906920271932","3"
"959922178290233364","4"
"988486986757197864","3"
"650078628423401480","6"
"813348313171492887","2"
"935227906861449287","1"
"1019581911611490306","7"
"771410286561198101","70"
"947529541834903582","10"
"802123814896664577","5"
"828912418570108939","26"
"1001826064189902989","147"
"869268801194196994","19"
"845694254160543764","31"
"582136382995169280","1"
"854462528896499733","10"
"991056458013614100","4"
"862342206055645244","49"
"951901943092117524","102"
"954075808358629406","42"
"890843058105622579","37"
"570883016616837120","1"
"943765322874363924","32"
"967475858547830784","34"
"1012702377180155964","360"
"852534176472104971","12"
"974953143374848050","27"
"953315541878177822","40"
"944669699269091418","5"
"971811782152839178","16"
"917039977387401297","25"
"885236198849798214","109"
"1013448351188013057","4"
"875051093598568528","3"
"908774174380662834","4"
"893908774509752391","20"
"861999512017043496","20"
"1018822424516640768","11"
"999399301249765446","22"
"832888886719152168","19"
"701742833312464946","1"
"692045733007720489","12"
"813451274078388295","12"
"841359542419849248","26"
"675475112576942083","30"
"796090324291420170","2"
"1015925132256092170","8"
"780781939002572800","2"
"967726625477263371","9"
"940623992333692968","1"
"920142997725786153","93"
"1019346203546234991","7"
"680795704767283219","55"
"737347350531670046","3"
"920385751781367808","9"
"958075456689676328","11"
"816551179529093121","7"
"703286984138817656","30"
"378227075372548109","12"
"885935428992110632","41"
"461270389784444928","11"
"1006576359084146708","17"
"258316637478977556","3"
"1003672254661529650","4"
"809785802518822912","47"
"830336630802874369","1"
"1019675270296379484","1"
"748082141371301970","20"
"809082498830303305","34"
"848286171499069461","37"
"796423581009051649","54"
"836863445021753406","65"
"863090970005340180","2"
"995441464567931040","2"
"524992289307623425","18"
"554056317338124382","106"
"964172197964963890","6"
"926234861977608262","21"
"282590141489610753","11"
"646789049855639552","29"
"830860584794849320","6"
"1003296704440827955","5"
"664067810934128650","7"
"793154768511041576","16"
"738341276478341132","1"
"998219098058141708","10"
"718124227647242262","21"
"837339219022053496","2"
"655525346522693642","12"
"672064004851761172","4"
"1018432193082699786","2"
"967448778644811827","20"
"1007993269944324157","8"
"953361295976054786","17"
"920352224150974484","1"
"798239127572709399","14"
"1007956215097196564","1"
"801143336223244308","3"
"944605868287201340","1"
"932714818094399498","5"
"989419938039087124","2"
"629975208631074836","64"
"1004783937362608292","6"
"1019718906237177856","3"
"487989785659703316","4"
"920668882488926258","5"
"801128900754145282","5"
"992414682205933658","2"
"936638752137310319","5"
"890653069736566794","12"
"393146666695262218","14"
"960835344209678347","1"
"931795662704615444","75"
"945743909940781126","1"
"724230176921354250","1"
"715183870361731093","18"
"780426645353922560","19"
"698178423863902298","6"
"744146220745752599","46"
"816016808544043028","13"
"699269850773586012","2"
"768778678993027083","3"
"937419491447541791","1"
"1023155648583704630","2"
"1005071996796801044","4"
"997110470458740797","8"
"621674595518382080","13"
"465932774746882049","3"
"992405292946047018","1"
