"guild_id","emoji","msg_id","role_id"
"925729625580113951",news,"954731469492854896","926212661182623774"
"925729625580113951",hypesquad,"954731469492854896","934764720387403796"
"925729625580113951",news,"954731913699024916","926212661182623774"
"925729625580113951",hypesquad,"954731913699024916","934764720387403796"
"925729625580113951",giveaway,"954731913699024916","934764724212609035"
"925729625580113951",chat,"954731913699024916","934764712430800916"
"925729625580113951",Daumen_hoch,"954731913699024916","953718497773486151"
"925729625580113951",Fehler,"956833798895566848","956833730989809664"
"925729625580113951",live,"964992549288828958","953718497773486151"
"925729625580113951",Neu,"964992549288828958","926212661182623774"
"925729625580113951",developer,"964992549288828958","934764712430800916"
"925729625580113951",chat,"964993678844256266","934764720387403796"
"925729625580113951",chat,"964992549288828958","934764720387403796"
"925729625580113951",nitro,"964992549288828958","934764724212609035"
"925729625580113951",live,"964994184144642118","953718497773486151"
"925729625580113951",Neu,"964994184144642118","926212661182623774"
"925729625580113951",developer,"964994184144642118","934764712430800916"
"925729625580113951",chat,"964994184144642118","934764720387403796"
"925729625580113951",nitro,"964994184144642118","934764724212609035"
"925729625580113951","60_sekunden","972533472021344316","925735515179860031"
"925729625580113951",alarm,"972533580972572734","926423703120646197"
"925729625580113951",alarm,"972534030354493491","925801678526111765"
"925729625580113951",HAHA,"972534819659612250","925801678526111765"
"966811756376776724",🎮,"972517610853892216","970695964090318848"
"966811756376776724",📣,"972517610853892216","967021447644078140"
"966811756376776724",❓,"972517610853892216","967021575218024478"
"966811756376776724",🎉,"972517610853892216","967021681233260594"
"966811756376776724",📣,"972536246482120704","967021447644078140"
"966811756376776724",❓,"972536246482120704","967021575218024478"
"966811756376776724",🎉,"972536246482120704","967021681233260594"
"966811756376776724",🎮,"972536246482120704","970695964090318848"
"966811756376776724",📣,"972538275506061382","967021447644078140"
"966811756376776724",📊,"972538918320898048","967021575218024478"
"966811756376776724",🎉,"972539857689776199","967021681233260594"
"966811756376776724",🎮,"972540439028711474","970695964090318848"
"877291515838361690",❗️,"972546792380067851","965914129493803008"
"877291515838361690",❗,"972546792380067851","965914129493803008"
"877291515838361690",💸,"972546792380067851","965914330950426644"
"877291515838361690",📊,"972546792380067851","965914234665992192"
"877291515838361690",🎥,"972546792380067851","965914056869429278"
"877291515838361690",🎮,"972546792380067851","966621896898670613"
"925729625580113951","36863813891","972924037976191026","925801678526111765"
"966978675251744779",Check_Mark,"973150790426435626","966978676010934280"
"966978675251744779",Check_Mark,"973150790426435626","966978676010934280"
"966978675251744779",Check_Mark,"973150790426435626","966978676010934280"
"966978675251744779",Check_Mark,"973225562032209930","966978676010934280"
"973984199545602148",Check_Mark,"974006419378556999","973984199730163754"
"965566481322606592",🎉,"975288750353559593","966390075237748776"
"965566481322606592",💀,"975288750353559593","966390175418699806"
"965566481322606592",📣,"975288750353559593","966389892265422848"
"965566481322606592",green,"975290186047053904","971444174954053663"
"965566481322606592",blueshield,"975290186047053904","971638587525308446"
"965566481322606592",🪅,"975290186047053904","975112600801140737"
"965566481322606592",🧒,"975291085502963722","966391772165079060"
"965566481322606592",⭐,"975291085502963722","966392142870237275"
"965566481322606592",fsk_18,"975291085502963722","966392242153603072"
"965566481322606592",fsk_12,"975293779697348638","966391772165079060"
"965566481322606592",fsk_16,"975293779697348638","966392142870237275"
"965566481322606592",fsk_18,"975293779697348638","966392242153603072"
"965566481322606592",🎉,"975299088813809665","966390075237748776"
"965566481322606592",💀,"975299088813809665","966390175418699806"
"965566481322606592",🔔,"975299088813809665","966389892265422848"
"965566481322606592",fsk_6,"975299088813809665","966391772165079060"
"965566481322606592",fsk_12,"975299088813809665","966392142870237275"
"965566481322606592",fsk_18,"975299088813809665","966392242153603072"
"965566481322606592",🎁,"975299088813809665","975112600801140737"
"965566481322606592",🤝,"975299088813809665","975322549808418866"
"968517772365676565",🎮,"975347164207280138","968517772407636086"
"968517772365676565",📱 💻 🎮,"975347164207280138","968517772407636084"
"943483956664356894",📣,"975329710865260556","975320698618785792"
"943483956664356894",🎉,"975329710865260556","975321160642347069"
"943483956664356894",📆,"975329710865260556","975321342759034910"
"943483956664356894",🎉,"975329710865260556","975321160642347069"
"943483956664356894",📆,"975329710865260556","975321342759034910"
"943483956664356894",📣,"975365611729322075","975320698618785792"
"943483956664356894",🎉,"975365611729322075","975321160642347069"
"965566481322606592",🎪,"975299088813809665","975385314216509451"
"965566481322606592",🎯975299088813809665,"975299088813809665","972923049273880639"
"965566481322606592",🎯,"975299088813809665","972923049273880639"
"975513831394648074",⚪,"975552435714142239","975549152358445066"
"975513831394648074",🟤,"975552435714142239","975549555997302806"
"975513831394648074",⬜,"975552435714142239","975549932058603532"
"975513831394648074",🟡,"975552435714142239","975550107749580890"
"975513831394648074",🔵,"975552435714142239","975550425572966451"
"975513831394648074",🟣,"975552435714142239","975550505981984800"
"975513831394648074",🔴,"975552435714142239","975550611984621628"
"975513831394648074",⚫,"975552435714142239","975550744126193664"
"973496253658849300",✅,"976345333527347230","973521025075650630"
"892080636645486683",party,"972365993722662913","918512576554475550"
"965566481322606592",🤗,"975299088813809665","972922800065101844"
"973496253658849300",✅,"976345333527347230","973521025075650630"
"975466086730436628",verify,"977447437536989224","977447552393830430"
"973984199545602148",verify,"978372237969211483","973984199730163754"
"979023326443892746",🍑,"979027649152307220","979026945343914055"
"975466086730436628","1_","979078176426844170","979077471104282694"
"975466086730436628","2_","979078176426844170","979077458827554866"
"968909601422573638",UMFRAGE_ja,"974340178116239462","968909601460346956"
"975466086730436628","2_","979078176426844170","975485560879743057"
"965566481322606592",🔐,"970278849050968144","980496694250721300"
"965566481322606592",🔐,"980503528227344485","980496694250721300"
"965566481322606592",🆕,"975299088813809665","971444174954053663"
"980820559065661511",✅,"981113053762433064","981058998696554526"
"965566481322606592",🔒,"980503528227344485","980496694250721300"
"965566481322606592",Tick,"982011469627535380","980496694250721300"
"965566481322606592",giveaway,"982011948533153852","966390075237748776"
"965566481322606592",dank_dumb,"982011948533153852","966390175418699806"
"965566481322606592",infinite,"982011948533153852","966389892265422848"
"965566481322606592",blueshield,"982011948533153852","975322549808418866"
"965566481322606592",warns,"982011948533153852","975385314216509451"
"965566481322606592",bitcoin,"982011948533153852","972923049273880639"
"965566481322606592",dank_nitro,"982011948533153852","972922800065101844"
"965566481322606592",danke_boost,"982011948533153852","976154357424881695"
"965566481322606592",fsk_6,"982011948533153852","966391772165079060"
"965566481322606592",fsk_12,"982011948533153852","966392142870237275"
"965566481322606592",fsk_18,"982011948533153852","966392242153603072"
"965566481322606592",🎁,"982011948533153852","975112600801140737"
"965566481322606592",🆕,"982011948533153852","971444174954053663"
"892080636645486683",party,"985418287628320778","918512576554475550"
"985984088387248148",🔵,"985992614996234380","985993056350269510"
"985984088387248148",⚪,"985992863290650726","985993047936491600"
"985984088387248148",🟡,"985992811117686874","985993057507893361"
"985984088387248148",⚫,"985992737457332224","985993059760230450"
"985984088387248148",🔴,"985992682474176522","985993063132438549"
"984928443173068880",🦔,"988112390715473951","988083060320895037"
"984928443173068880",🎨,"988112390715473951","988083063806390283"
