"guildID","channelID","msgID","hostID","endtime","winners","nachrichten","level","rollenID","status","preis"
"925729625580113951","971092445435682907","1000351332370219028","824378909985341451","1658572803",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000351708100165673","824378909985341451","1658572892",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000352209596329994","824378909985341451","1658573012",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000352876939464715","824378909985341451","1658573171",1,,,"934379369319792650",Inaktiv,test
"925729625580113951","971092445435682907","1000353630458748989","824378909985341451","1658573351",1,,,"934379369319792650",Inaktiv,test
"925729625580113951","971092445435682907","1000355896938995853","824378909985341451","1658573891",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000356558926004344","824378909985341451","1658577649",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000356778204200960","824378909985341451","1658577701",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000357763307810846","824378909985341451","1658577936",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000359403893047316","824378909985341451","1658578327",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000359839018516481","824378909985341451","1658578431",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000361492094386236","824378909985341451","1658575225",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000367358164082749","824378909985341451","1658576623",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000368062169628792","824378909985341451","1658576791",1,,100,,Inaktiv,test
"925729625580113951","971092445435682907","1000368234488418394","824378909985341451","1658576832",1,100,,,Inaktiv,test
"925729625580113951","971092445435682907","1000370632292319252","824378909985341451","1658577404",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000370681336307732","824378909985341451","1658577416",1,,,,Inaktiv,test
"973496253658849300","973502089886060544","1000371186653470780","892676014868680715","1658577536",90,,,,Inaktiv,nix
"925729625580113951","971092445435682907","1000375889076437032","824378909985341451","1658578657",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000375955283517500","824378909985341451","1658578673",1,,,,Inaktiv,test
"925729625580113951","971092445435682907","1000384556836323408","824378909985341451","1658580724",1,,,,Inaktiv,Nitro
"925729625580113951","971092445435682907","1000384587890958478","824378909985341451","1658580731",1,,,,Inaktiv,Nitro
"925729625580113951","925738977422639107","1000384800986767360","824378909985341451","1658580782",1,10,,,Inaktiv,Eigene Rolle
"925729625580113951","925739069391114240","1000385613649936385","824378909985341451","1658580976",1,10,10,,Inaktiv,test
"925729625580113951","925739069391114240","1000386452426866759","824378909985341451","1658581176",1,10,10,,Inaktiv,test
"925729625580113951","925739069391114240","1000386920762839181","824378909985341451","1658581287",2,10,10,"925738402547118170",Inaktiv,test
"966811756376776724","967083647834415185","1000418774475878421","840122604115329055","1658588882",1,5,5,"966817819075440660",Inaktiv,Test
"989961082833608795","990290081665413230","1000423922392641606","941750986551205930","1658590109",1,,,,Inaktiv,test
"989961082833608795","989965372457373796","1000457135227940935","941750986551205930","1659807568",1,,2,,Aktiv,Nitro
"989961082833608795","989965372457373796","1000457560777830420","941750986551205930","1659807669",1,10,,,Aktiv,Nitro
"989961082833608795","989965372457373796","1000701261261316116","941750986551205930","1659865772",1,10,,,Inaktiv,Nitro
