"guild_id","channel_id"
"925729625580113951","958025194281250898"
"907693128859934771","955876118605463633"
"937376412183183452","956833506842017852"
"947853231495721030","959813778722131978"
"961971433486041198","962005927362441226"
"962053119938797628","962637372800008233"
"940569469409968139","962649675817689108"
"933706031517802536","970344511102410802"
"938131371451359244","963710961498329088"
"963064640424771584","963761086035820625"
"967095316073554010","968972438065020930"
"954126613862318121","971857023933218846"
"966811756376776724","974640219448016917"
"957359041057800213","975002989234368532"
"975513831394648074","975543859310387240"
"963099143268626432","984388933028814858"
"934822117969653780","976184033857925241"
"952318312182865971","976775009194344488"
"877291515838361690","977897327446609980"
"897900673931284530","978985644804149288"
"968162980946673756","979335911655481394"
"979801162851155988","980218292075630632"
"980407227074637825","980433303825944606"
"984083592110039120","984129100564271164"
"985146520699555861","985209017775321118"
"963541530533036042","993071838869590076"
"984928443173068880","987739025244844052"
"981424981563019284","987827069733986414"
"973289734057132092","995717354816278599"
"978345087912280104","991309644423241758"
"992167006033956874","992170385086894210"
"951776421355868231","998941124586651729"
"999250829540347955","999251269959028786"
"999711820262674522","999724991790710784"
